,OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Region,Households,Workers_1,Residents,Drivers,Vehicles,White,Male,Lowwage,Medwage,Highwage,W_P_Lowwage,W_P_Medwage,W_P_Highwage,GasPrice,logd1a,logd1c,logd3aao,logd3apo,d4bo25,d5dei_1,logd4d,UPTpercap,B_C_constant,B_C_male,B_C_ld1c,B_C_drvmveh,B_C_ld1a,B_C_ld3apo,B_C_inc1,B_C_gasp,B_N_constant,B_N_inc2,B_N_inc3,B_N_white,B_N_male,B_N_drvmveh,B_N_gasp,B_N_ld1a,B_N_ld1c,B_N_ld3aao,B_N_ld3apo,B_N_d4bo25,B_N_d5dei,B_N_UPTpc,C_R_Households,C_R_Pop,C_R_Workers,C_R_Drivers,C_R_Vehicles,C_R_White,C_R_Male,C_R_Lowwage,C_R_Medwage,C_R_Highwage,C_R_DrmV,NonCom_VMT_Per_Worker,Com_VMT_Per_Worker,VMT_per_worker,VMT_tot_min,VMT_tot_max,VMT_tot_avg,GHG_per_worker,Annual_GHG,SLC_score,Shape__Area,Shape__Length,FIPS,StCtyTract
26,27,483290004022,483290004022,48,329,402,2,372.0,"Midland-Odessa, TX",33260.0,"Midland, TX",169808,95348,74566,106.8450516,0.0,106.8450516,104.00771150093,995,342.0,327.0,0.523,0,0.0,61,0.186544342508,266,0.813455657492,437,71,134,232,0.162471395881007,148,4,5,43,54,42,4,5,43,44,42,10,0,0,40,73,35,0.27027027027027,3.28821772024993,9.56659833815402,1.42297141110231,0.0384586867865488,0.0480733584831861,0.4134308829554,0.519192271618409,0.403816211258763,0.0384586867865488,0.0480733584831861,0.4134308829554,0.423045554652037,0.403816211258763,0.0961467169663721,0.0,0.0,4.71118913135223,0,0.452599388379205,0.805536317700001,0.805536317700001,0.821143359608028,0.707541597434313,0.571677205004621,0.642395260330067,0.683317631929093,0.980567419174257,0.258967629046369,0.505982905982906,2.9527027027027,0.141890066228622,22.2369589447484,0.0,3.943394671456,18.2935642732924,123.82492031105,0.0,35.9398956011174,23.9599304007449,59.8998260018623,35.9398956011174,,0.0,0.0,-99999.0,-99999.0,-99999.0,43732,39128,-99999,-99999,0.0118094597196482,0.968743769798197,0.0120818308753646,0.958385382222549,-99999.0,-99999.0,-99999.0,-99999.0,12,16,16,1,10.3333333333333,"Midland, TX Metro Area",324.0,437.0,1016.0,549.12,,441.0,484.0,71.0,134.0,232.0,0.27027027027027,0.493243243243243,0.236486486486486,213.0,1.45587119679155,0.884994642797511,0.0,2.95977158295921,0.0,0.0,0.0,0.0,3.136417,0.04131,-0.060844,-0.353784,0.193545,-0.133597,-0.41129,-0.001602,2.99876,0.063663,0.097792,-0.019951,0.01765,-0.069037,-0.003844,-0.155834,-0.155834,0.083732,-0.179147,-0.861522,-0.366935,0.000504,56998.0,168167.0,72873.0,109841.6,90861.0,0.454072439896056,0.505693744908335,0.176471395441384,0.265283438310485,0.55824516624813,0.333004666830415,4.33511216645995,12.5373142563541,16.872426422814,12.8645870763334,24.5448369183002,18.3464361131562,15.0333319427273,3908.6663051091,65.6870409391366,432393.729736328,2684.85449522266,48329,48329000402
27,28,483290004023,483290004023,48,329,402,3,372.0,"Midland-Odessa, TX",33260.0,"Midland, TX",169808,95348,74566,211.9984566,0.0,211.9984566,196.8977,1414,737.0,610.0,0.623,32,0.0524590163934,244,0.4,334,0.547540983607,748,120,227,401,0.160427807486631,193,17,18,0,138,20,17,18,0,96,20,0,42,0,103,55,35,0.533678756476684,3.74306048267705,7.18139419607238,0.980204441189511,0.0863392512964854,0.091418030784514,0.0,0.700871569347941,0.101575589760571,0.0863392512964854,0.091418030784514,0.0,0.487562830850741,0.101575589760571,0.0,0.213308738497199,0.0,4.72326492386656,0,0.316393442622951,0.656434593089087,0.565421982303833,0.838427725739306,0.648922963975537,0.478553171654116,0.565923707464739,0.630033102784953,0.814212739134179,0.24019912881145,0.410201912858661,3.87564766839378,0.0563796123833291,20.7654146150855,0.0,1.89261961778828,18.8727949972972,126.82960258872,0.0,21.1322293183148,3.01888990261639,87.5478071758754,51.3211283444787,,0.0,0.0,-99999.0,-99999.0,-99999.0,42950,38995,-99999,-99999,0.0115982871800716,0.951421039806836,0.0120407635193427,0.955127734097533,-99999.0,-99999.0,-99999.0,-99999.0,9,13,16,1,9.33333333333333,"Midland, TX Metro Area",668.0,748.0,1694.0,1148.4,1093.0,590.0,936.0,120.0,227.0,401.0,0.533678756476684,0.284974093264249,0.181347150259067,213.0,1.55668259880171,0.683200092502222,0.0,2.98935171085349,0.0,0.0,0.0,0.0,3.136417,0.04131,-0.060844,-0.353784,0.193545,-0.133597,-0.41129,-0.001602,2.99876,0.063663,0.097792,-0.019951,0.01765,-0.069037,-0.003844,-0.155834,-0.155834,0.083732,-0.179147,-0.861522,-0.366935,0.000504,56998.0,168167.0,72873.0,109841.6,90861.0,0.454072439896056,0.505693744908335,0.176471395441384,0.265283438310485,0.55824516624813,0.333004666830415,4.29965022517394,11.5676195404912,15.8672697656652,12.8645870763334,24.5448369183002,18.3464361131562,14.1377373612077,3675.811713914,74.2926501576769,857945.362060547,3768.25484609081,48329,48329000402
28,29,481130136081,481130136081,48,113,13608,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,480.5892378,0.0,480.5892378,427.64127,1306,461.0,461.0,0.466,0,0.0,42,0.0911062906725,419,0.908893709328,635,94,115,426,0.148031496062992,314,97,14,37,55,111,97,14,37,54,111,0,1,0,160,103,51,0.509554140127389,1.07800633928526,3.05396155988406,0.734260283157423,0.226825628873471,0.0327377196312227,0.0865211161682314,0.128612469979803,0.259563348504694,0.226825628873471,0.0327377196312227,0.0865211161682314,0.126274061434716,0.259563348504694,0.0,0.0023384085450873,0.0,1.81226662244268,0,0.681127982646421,0.886194760311666,0.886194760311666,0.804903371109639,0.693548343674154,0.699268284591288,0.74105801984882,0.808599461465304,0.657706606653338,0.387654320987654,0.661749209694415,2.02229299363057,0.359769045519502,19.1313971929711,1.89847465175901,3.53019218888435,13.7027303523277,79.0403051343569,7.99019141081565,2.66339713693855,13.3169856846927,75.9068184027487,13.3169856846927,761.76,0.0,0.0,5.67,7.55073088322,0.0043415007657,459708,306179,116366,56137,0.0004219040995447,0.833211897123593,0.0003606120436232,0.848277562600085,0.0004513889294302,0.158777330233269,0.0004990032779085,0.144483394074166,16,15,12,14,13.8333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",412.0,635.0,1228.0,778.8,982.0,1146.0,592.0,94.0,115.0,426.0,0.509554140127389,0.328025477707006,0.162420382165605,213.0,0.731408943339014,0.550580972720746,1.06418461646322,2.68803321479106,0.0,0.0,2.0,11.0,0.214266,-0.111203,0.011252,0.20901,0.267165,0.090973,-0.241796,0.009905,2.06386,0.312244,0.222485,0.033502,0.02245,0.123324,0.001095,-0.08453,-0.08453,-0.035341,-0.339431,-0.66885,-0.340045,0.021243,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.94858374205901,16.1747736725044,22.1233574145634,11.4429945577514,82.6363030031542,25.6593272665218,19.711911456376,5125.09697865776,84.9980804516162,1944918.69179535,5853.38313594076,48113,48113013608
29,30,481130136101,481130136101,48,113,13610,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,107.2058176,0.0,107.2058176,107.2058176,1623,502.0,502.0,0.608,7,0.0139442231076,177,0.352589641434,318,0.633466135458,639,120,231,288,0.187793427230047,328,142,34,33,76,43,142,34,33,34,43,0,42,0,72,184,72,0.219512195121951,4.68258170347651,15.1391037943075,3.05953545565796,1.32455498385192,0.317146967964545,0.307819115965587,0.708916751920747,0.401097635955159,1.32455498385192,0.317146967964545,0.307819115965587,0.317146967964545,0.401097635955159,0.0,0.391769783956202,0.0,7.74211715913447,0,0.653386454183267,0.890768257480886,0.890768257480886,0.88904645262701,0.766050580479996,0.690692349790137,0.757690521859724,0.827933642814729,0.768404717430221,0.33623782675551,0.678386763185109,1.94817073170732,0.387449124001671,30.9488130875982,0.0,1.77158494471625,29.177228142882,111.45066813986,0.0,0.0,11.9396505586652,41.7887769553282,71.6379033519912,488.17,0.0,0.0,3.0,17.909475838,0.00184842883549,446558,300787,341424,158836,0.0004098354844477,0.809377775361137,0.0003542614443358,0.833338874389791,0.0013243989983483,0.465861086550742,0.0014118974054522,0.40880639117096,16,18,15,16,16.0,"Dallas-Fort Worth-Arlington, TX Metro Area",550.0,639.0,1878.0,1231.12,1074.0,563.0,971.0,120.0,231.0,288.0,0.219512195121951,0.560975609756098,0.219512195121951,213.0,1.73740565472769,1.40106854727852,0.0,3.40708760494953,0.0,0.0,3.0,11.0,0.921324,-0.06993,0.009398,0.12065,0.216698,0.076557,-0.235862,0.00718,2.052348,0.321184,0.226897,0.033179,0.024163,0.095109,0.000983,-0.086383,-0.086383,-0.034016,-0.333071,-0.670926,-0.323988,0.022095,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,4.08548805728518,23.8422770317576,27.9277650890428,11.4429945577514,82.6363030031542,25.6593272665218,24.8836386943371,6469.74606052766,76.8450562401755,433858.466934204,2844.17884661262,48113,48113013610
30,31,481130136103,481130136103,48,113,13610,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,123.4766113,0.0,123.4766113,123.4766113,1654,480.0,435.0,0.64,0,0.0,93,0.213793103448,342,0.786206896552,628,137,185,306,0.218152866242038,19,0,0,6,13,0,0,0,6,13,0,0,0,0,5,9,5,0.263157894736842,3.88737587585545,13.3952493722186,0.153875295085945,0.0,0.0,0.0485921984481931,0.105283096637752,0.0,0.0,0.0,0.0485921984481931,0.105283096637752,0.0,0.0,0.0,0.0,4.04125117094139,0,0.0436781609195402,0.899743758698263,0.387498545144185,0.899743758698263,0.299914586232754,0.181938989384846,0.161154695682673,0.169664452656655,2.67194048819036e-05,0.0227136879856545,0.0587326120556415,33.0526315789474,1.20148671962342e-14,35.0291667772318,0.0,0.550345121361141,34.4788216558706,157.252128930105,0.0,10.3663356689479,10.3663356689479,77.7475175171089,88.1138531860568,512.31,0.0,0.0,2.0,10.3663356689,0.00120918984281,520187,343791,355551,138047,0.0004774096335714,0.942828919942726,0.0004049107714417,0.952482670345928,0.0013791982645091,0.485136883125389,0.0012271034345518,0.355300409743241,3,4,18,15,12.1666666666667,"Dallas-Fort Worth-Arlington, TX Metro Area",378.0,628.0,1385.0,949.52,,415.0,796.0,137.0,185.0,306.0,0.263157894736842,0.473684210526316,0.263157894736842,213.0,1.58665552874458,0.143126099062905,0.0,3.56893594538678,0.0,0.0,2.0,11.0,0.921324,-0.06993,0.009398,0.12065,0.216698,0.076557,-0.235862,0.00718,2.052348,0.321184,0.226897,0.033179,0.024163,0.095109,0.000983,-0.086383,-0.086383,-0.034016,-0.333071,-0.670926,-0.323988,0.022095,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,4.36851472786462,22.8526530582159,27.2211677860805,11.4429945577514,82.6363030031542,25.6593272665218,24.2540604973978,6306.05572932342,77.8375614606684,499703.511657715,3650.89237760726,48113,48113013610
31,32,481130149011,481130149011,48,113,14901,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,165.3212666,0.0,165.3212666,148.28137,1436,360.0,351.0,0.545,15,0.042735042735,92,0.262108262108,244,0.695156695157,627,150,273,204,0.239234449760766,1427,23,837,122,44,401,23,98,122,25,401,0,19,739,158,308,961,0.110721793973371,2.4278167918195,9.68429142514666,9.62359600535118,0.155110517255135,5.64467404098033,0.822760135005497,0.296733163444605,2.70431814866561,0.155110517255135,0.66090568221753,0.822760135005497,0.168598388320798,2.70431814866561,0.0,0.128134775123807,4.9837683587628,12.0514127971707,0,4.06552706552707,0.654695790275311,0.654695790275311,0.661163415453434,0.618706789552538,0.74924940632898,0.589973092789402,0.629463947102056,0.438918889971126,0.996856444289207,0.610516066212269,0.439383321653819,0.570856920178845,27.5593555216431,3.51474253663899,6.75326067269733,17.2913523123068,213.003933034227,11.6137508469827,15.4850011293102,23.2275016939654,240.017517504309,19.3562514116378,476.1,0.117096313843049,0.522975693312171,26.67,103.24624503,0.0185724233983,376694,264131,56255,26882,0.0003457167220798,0.682750620774654,0.0003110886758864,0.731782391630788,0.0002182156663037,0.0767579766621912,0.0002389548090695,0.069187925957955,17,12,19,16,16.5,"Dallas-Fort Worth-Arlington, TX Metro Area",356.0,627.0,1453.0,932.8,793.0,137.0,756.0,150.0,273.0,204.0,0.110721793973371,0.21583742116328,0.67344078486335,213.0,1.23192355468057,2.3630775654063,1.5073481612428,2.90642839691979,0.0,0.0,5.0,11.0,4.316966,0.110424,-0.023241,-0.219745,-0.117294,-0.120014,-0.299609,-0.003128,2.035708,0.291679,0.181151,0.032607,0.046681,0.097612,0.001197,-0.095993,-0.095993,-0.04246,-0.327637,-0.582316,-0.412486,0.025711,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,4.58873886803955,23.2515931178302,27.8403319858697,11.4429945577514,82.6363030031542,25.6593272665218,24.8057357994099,6449.49130784658,76.9678670844561,669047.291374207,3293.87995802673,48113,48113014901
32,33,481130152021,481130152021,48,113,15202,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,104.8388467,0.0,104.8388467,97.69897,1060,383.0,364.0,0.625,31,0.0851648351648,121,0.332417582418,212,0.582417582418,550,99,262,189,0.18,172,41,17,13,77,24,41,17,13,66,24,0,11,0,75,66,31,0.436046511627907,3.92020509530448,10.8496537885712,1.7605098600323,0.419656420123979,0.17400388151482,0.133061791746627,0.788135228037716,0.245652538609158,0.419656420123979,0.17400388151482,0.133061791746627,0.675544481175185,0.245652538609158,0.0,0.112590746862531,0.0,5.68071495533679,0,0.472527472527473,0.870075962362157,0.870075962362157,0.884009183194489,0.761710196283631,0.601031176614597,0.701397269229237,0.770207413136704,0.914309470622097,0.279220779220779,0.476454293628809,3.19767441860465,0.111061139988331,33.6408503270709,6.83927447137542,4.11196709319292,22.6896087625026,246.302595009375,30.5230370299371,30.5230370299371,42.732251841912,219.765866615547,36.6276444359245,560.59,0.0,0.0,3.33,20.3283426619,0.00314150943396,421251,294481,56007,27094,0.0003866095953024,0.76350932521342,0.0003468343525134,0.815867923378271,0.0002172536631885,0.0764195893506238,0.0002408392826772,0.0697335639425948,13,18,20,15,16.8333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",344.0,550.0,917.0,608.96,644.0,148.0,516.0,99.0,262.0,189.0,0.436046511627907,0.383720930232558,0.180232558139535,213.0,1.59335021567288,1.01541539456398,2.05914628816365,3.16503650315474,0.0,0.0,3.0,11.0,4.129765,0.148143,-0.030893,-0.163169,-0.1075,-0.173428,-0.311587,-0.001758,2.035708,0.291679,0.181151,0.032607,0.046681,0.097612,0.001197,-0.095993,-0.095993,-0.04246,-0.327637,-0.582316,-0.412486,0.025711,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,4.65388764156391,19.8026759184452,24.4565635600091,11.4429945577514,82.6363030031542,25.6593272665218,21.7907981319681,5665.60751431172,81.7207975209669,424277.089851379,2811.501082689,48113,48113015202
33,34,481130152042,481130152042,48,113,15204,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,89.7800785,0.0,89.7800785,89.7800785,796,233.0,233.0,0.649,0,0.0,57,0.244635193133,176,0.755364806867,430,88,152,190,0.204651162790698,119,55,12,5,24,23,55,12,5,14,23,0,10,0,57,46,16,0.478991596638655,2.59523052210296,8.86610942315004,1.32546108210409,0.612608063157352,0.133659941052513,0.0556916421052138,0.267319882105026,0.256181553683983,0.612608063157352,0.133659941052513,0.0556916421052138,0.155936597894599,0.256181553683983,0.0,0.111383284210428,0.0,3.92069160420705,0,0.510729613733906,0.846146665546086,0.846146665546086,0.836496585192309,0.720770768234473,0.613996464436197,0.730890733880951,0.806951298676959,0.867167970987144,0.260109289617486,0.433515482695811,3.61344537815126,0.0732816254025014,19.2566588397907,0.0,0.0,19.2566588397907,71.3066874852421,0.0,0.0,0.0,64.1567717052063,28.5141207578695,560.59,0.0,0.0,2.0,14.2570603789,0.00251256281407,343658,245555,33259,18626,0.0003153974241069,0.622873506968988,0.0002892102017836,0.680317059250517,0.0001290131516415,0.0453807403041119,0.0001655670066858,0.0479389297259456,14,16,12,15,14.0,"Dallas-Fort Worth-Arlington, TX Metro Area",244.0,430.0,916.0,651.2,591.0,299.0,539.0,88.0,152.0,190.0,0.478991596638655,0.38655462184874,0.134453781512605,213.0,1.2796081120944,0.843918334261001,0.0,3.00848357109389,0.0,0.0,3.0,11.0,4.129765,0.148143,-0.030893,-0.163169,-0.1075,-0.173428,-0.311587,-0.001758,2.035708,0.291679,0.181151,0.032607,0.046681,0.097612,0.001197,-0.095993,-0.095993,-0.04246,-0.327637,-0.582316,-0.412486,0.025711,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.60988381156369,20.8762456848434,26.4861294964071,11.4429945577514,82.6363030031542,25.6593272665218,23.5991413812987,6135.77675913767,78.8700156417199,363335.231590271,2622.96646510924,48113,48113015204
34,35,481130152046,481130152046,48,113,15204,6,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,78.9205277,0.0,78.9205277,78.91825,1592,452.0,452.0,0.545,0,0.0,115,0.254424778761,337,0.745575221239,656,128,268,260,0.195121951219512,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,2,2,0.0,5.72744580626154,20.1727737247088,0.0506853611173588,0.0,0.0,0.0506853611173588,0.0,0.0,0.0,0.0,0.0506853611173588,0.0,0.0,0.0,0.0,0.0,5.7781311673789,0,0.0088495575221238,0.0,0.0,0.0,0.0,0.07253718299881,0.0066641008709543,0.0,3.3134008477998797e-270,0.0050125313283206,0.0121212121212121,164.0,1.62180804260549e-71,24.6107154922119,0.0,3.16154332313335,21.4491721690786,78.4262368787988,0.0,0.0,0.0,105.422508471139,8.10942372854914,291.02,0.0,0.0,1.0,8.10942372855,0.000628140703518,361524,261583,33164,18120,0.0003317942208615,0.655255287912566,0.0003080876879442,0.72472308570352,0.0001286446423837,0.0452511161323422,0.0001610691593013,0.0466366051022299,1,1,12,18,10.3333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",509.0,656.0,1965.0,1115.84,979.0,336.0,1176.0,128.0,268.0,260.0,0.0,0.5,0.5,213.0,1.90619554803264,0.0494426761108793,0.0,3.11125373907981,0.0,0.0,2.0,11.0,4.129765,0.148143,-0.030893,-0.163169,-0.1075,-0.173428,-0.311587,-0.001758,2.035708,0.291679,0.181151,0.032607,0.046681,0.097612,0.001197,-0.095993,-0.095993,-0.04246,-0.327637,-0.582316,-0.412486,0.025711,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,6.09105122098562,22.810520604454,28.9015718254396,11.4429945577514,82.6363030031542,25.6593272665218,25.7513004964667,6695.33812908135,75.4772215971997,319385.35043335,2976.52465896114,48113,48113015204
35,36,481130172014,481130172014,48,113,17201,4,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,218.8670953,0.0,218.8670953,207.65378,1398,411.0,322.0,0.521,0,0.0,211,0.655279503106,111,0.344720496894,470,117,207,146,0.248936170212766,1182,797,48,113,66,158,797,48,113,55,158,2,9,0,282,641,259,0.238578680203046,1.97925604821641,6.7323599888237,5.69216702917712,3.83811939277002,0.231153991032574,0.54417502055585,0.317836737669789,0.760881887148888,3.83811939277002,0.231153991032574,0.54417502055585,0.264863948058157,0.760881887148888,0.0096314162930239,0.0433413733186075,0.0,7.67142307739353,0,3.67080745341615,0.652635928116659,0.652635928116659,0.554983337918835,0.519345068455467,0.750563169469774,0.639995819409028,0.690319177198517,0.419975426112734,0.916279069767442,0.569007263922518,0.397631133671743,0.547513113309403,18.094635032079,1.67905902963604,3.91232821343463,12.5032477890083,76.0541915959717,2.92414900980321,23.3931920784257,11.6965960392128,55.558831186261,11.6965960392128,87.17,0.0,0.0,2.67,7.80747785617,0.00190987124464,220394,198439,3087,6120,0.0002022699890257,0.399459880738767,0.0002337178360519,0.549780851217093,1.1974611356851e-05,0.0042121033500343,5.44008418832508e-05,0.0157514361603558,18,9,12,20,15.1666666666667,"Dallas-Fort Worth-Arlington, TX Metro Area",331.0,470.0,1296.0,725.12,540.0,220.0,665.0,117.0,207.0,146.0,0.238578680203046,0.542301184433164,0.21912013536379,213.0,1.09167362110047,1.90093774234345,0.985465624525036,2.60293023347397,0.0,0.0,2.0,11.0,1.445056,0.083466,-0.173349,-0.14653,0.139651,-0.150816,-0.205531,0.008919,2.349886,0.343864,0.22048,0.00576,0.027684,-0.004444,-0.001234,-0.094228,-0.094228,-0.032448,-0.269932,-0.677087,-0.331639,0.024725,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.68500015878565,16.7553985538251,22.4403987126107,11.4429945577514,82.6363030031542,25.6593272665218,19.9943952529362,5198.5427657634,84.5527558769191,885744.616519928,3947.03804739655,48113,48113017201
36,37,481130181241,481130181241,48,113,18124,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,3862.3669735,32.4654806,3829.9014929,3408.05286,8441,2912.0,2745.0,0.622,41,0.0149362477231,349,0.127140255009,2355,0.857923497268,3588,691,856,2041,0.192586399108138,331,18,23,107,177,6,18,23,107,89,6,0,88,0,84,157,90,0.253776435045317,0.854446840944832,2.47678083256021,0.0971229067145396,0.005281608220126,0.0067487216146054,0.0313962266418602,0.0519358141645726,0.0017605360733753,0.005281608220126,0.0067487216146054,0.0313962266418602,0.0261146184217342,0.0017605360733753,0.0,0.0258211957428383,0.0,0.951569747659372,0,0.120582877959927,0.693485583960611,0.693485583960611,0.82978168934151,0.714984850244285,0.257616168887211,0.317686811319381,0.333330639358079,0.024715060958876,0.0754673962608299,0.168920643021179,10.8398791540786,5.32837498533347e-05,8.6840812554957,1.51623409048786,1.55778409044468,5.61006307456316,29.9235268093597,1.33684900499181,8.02109402995084,0.835530628119879,26.5698739742122,6.01582052246313,,0.0,0.0,-99999.0,-99999.0,-99999.0,183378,168847,-99999,-99999,0.0001682979847344,0.332369093578381,0.0001988649180043,0.467795379867125,-99999.0,-99999.0,-99999.0,-99999.0,4,16,7,1,6.0,"Dallas-Fort Worth-Arlington, TX Metro Area",2825.0,3588.0,8982.0,5975.2,7532.0,4285.0,4415.0,691.0,856.0,2041.0,0.253776435045317,0.474320241691843,0.27190332326284,213.0,0.617586452637677,0.0926912139547937,0.922763375244616,1.88859319611204,0.0,0.0,0.0,11.0,2.326113,0.146774,0.039156,0.12774,0.146866,0.033063,-0.45519,0.000653,2.217426,0.339639,0.229468,0.01954,0.024589,-0.003603,-0.00043,-0.085898,-0.085898,-0.027019,-0.291843,-0.705344,-0.31793,0.022677,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,8.41610358951908,15.4587676786727,23.8748712681917,11.4429945577514,82.6363030031542,25.6593272665218,21.2725102999588,5530.8526779893,82.537857866271,15630789.4799309,21248.8241843287,48113,48113018124
